checkpoint,seed,num_layers,source,destination,through,destination_max_layer,keep_max_layer,kept_layers,retained,max_exact_drop,exact_drop_at_kept_prefix,drop_threshold,relative_increment_fraction,plateau_patience
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,N_hundreds,O[1],6,0,L0-L0,1,0.2763900080580177,0.2763900080580177,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,N_tens,O[1],8,0,L0-L0,1,0.1535052377115229,0.1535052377115229,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,N_tens,O[1],8,-1,none,0,0.016116035455277955,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,N_ones,O[1],8,-1,none,0,0.010475423045930632,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,N_ones,O[1],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,N_ones,O[1],8,-1,none,0,0.004431909750201468,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,B_ones,O[1],3,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,B_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,B_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,B_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tag,B_ones,O[1],3,0,L0-L0,1,0.23045930701047546,0.23045930701047546,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tens,B_ones,O[1],3,0,L0-L0,1,0.21796937953263495,0.20870265914585007,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,D_ones,O[1],3,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,D_ones,O[1],3,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,D_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,D_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tag,D_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tens,D_ones,O[1],3,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_ones,D_ones,O[1],3,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,D_tag,D_ones,O[1],3,0,L0-L0,1,0.4822723609991941,0.4806607574536663,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,B_tag,B_tens,0,-1,none,0,0.003626107977437565,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,B_tag,B_tens,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,B_tag,B_tens,0,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,B_tag,B_tens,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,B_tag,B_ones,0,-1,none,0,0.003626107977437565,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,B_tag,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,B_tag,B_ones,0,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,B_tag,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,B_tens,B_ones,0,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,B_tens,B_ones,0,-1,none,0,0.00040290088638195165,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tag,B_tens,B_ones,0,0,L0-L0,1,0.1736502820306205,0.1736502820306205,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tag,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_hundreds,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_tens,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,N_ones,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tag,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_tens,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,B_ones,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,O[0],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,O[0],ROOT,9,6,L0-L6,1,0.23571428571428577,0.23571428571428577,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,O[0],ROOT,9,7,L0-L7,1,0.17582417582417587,0.17362637362637368,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,O[0],ROOT,9,8,L0-L8,1,0.06318681318681318,0.06153846153846154,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,O[0],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,O[0],ROOT,9,4,L0-L4,1,0.042857142857142816,0.04010989010989008,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_ones,O[0],ROOT,9,6,L0-L6,1,0.21098901098901102,0.21098901098901102,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_tag,O[0],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_ones,O[0],ROOT,9,8,L0-L8,1,0.271978021978022,0.2593406593406593,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,O[1],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,O[1],ROOT,9,6,L0-L6,1,0.3362637362637363,0.3362637362637363,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,O[1],ROOT,9,8,L0-L8,1,0.265934065934066,0.2626373626373626,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,O[1],ROOT,9,8,L0-L8,1,0.2796703296703297,0.2648351648351649,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,O[1],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,O[1],ROOT,9,-1,none,0,0.00439560439560438,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_ones,O[1],ROOT,9,4,L0-L4,1,0.36923076923076925,0.3456043956043956,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_tag,O[1],ROOT,9,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_ones,O[1],ROOT,9,5,L0-L5,1,0.47307692307692306,0.42912087912087915,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,O[0],O[1],ROOT,9,9,L0-L9,1,0.06318681318681318,0.06318681318681318,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_hundreds,O[0],6,0,L0-L0,1,0.44065934065934065,0.44065934065934065,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_tens,O[0],7,0,L0-L0,1,0.26538461538461544,0.26538461538461544,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,N_tens,O[0],7,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,N_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,N_ones,O[0],8,-1,none,0,-0.0005494505494505475,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_tens,O[0],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_tens,O[0],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_tens,O[0],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_tens,O[0],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,B_tens,O[0],4,0,L0-L0,1,0.22747252747252744,0.22747252747252744,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_ones,O[0],6,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_ones,O[0],6,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_ones,O[0],6,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_ones,O[0],6,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,B_ones,O[0],6,0,L0-L0,1,0.5181318681318681,0.5181318681318681,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,B_ones,O[0],6,0,L0-L0,1,0.3604395604395605,0.35439560439560436,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_ones,D_ones,O[0],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_tag,D_ones,O[0],8,0,L0-L0,1,0.5450549450549451,0.5423076923076924,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_hundreds,O[1],6,0,L0-L0,1,0.44065934065934065,0.44065934065934065,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_tens,O[1],8,0,L0-L0,1,0.26538461538461544,0.26538461538461544,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,N_tens,O[1],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,N_ones,O[1],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,N_ones,O[1],8,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,N_ones,O[1],8,-1,none,0,-0.0005494505494505475,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_ones,O[1],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_ones,O[1],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_ones,O[1],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_ones,O[1],4,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,B_ones,O[1],4,0,L0-L0,1,0.5181318681318681,0.5181318681318681,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,B_ones,O[1],4,0,L0-L0,1,0.3604395604395605,0.35439560439560436,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_ones,D_ones,O[1],5,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,D_tag,D_ones,O[1],5,0,L0-L0,1,0.5445054945054946,0.5423076923076924,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_tag,B_tens,0,-1,none,0,0.01593406593406599,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_tag,B_tens,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_tag,B_tens,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_tag,B_tens,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_tag,B_ones,0,-1,none,0,0.01593406593406599,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_tag,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_tag,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_tag,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,B_tens,B_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,B_tens,B_ones,0,0,L0-L0,1,0.22747252747252744,0.22747252747252744,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tag,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_hundreds,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_tens,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,N_ones,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tag,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_tens,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,B_ones,D_tag,D_ones,0,-1,none,0,0.0,0.0,0.02,0.2,2
